Course Name,Department,CourseNum
SPTP: ADVANCED RESTORATION EC,ECCB,689
RESEARCH,ECCB,691
HNR-ELEC CIRCUIT THEORY,ECEN,214
PRIN OF ELECTRICAL ENGR,ECEN,215
HNR-INTRO TO DGTL SYM DSGN,ECEN,248
MACHINE LEARNING ELEN,ECEN,250
HNR-RANDOM SIGNALS & SYSTEMS,ECEN,303
HNR-SIGNALS AND SYSTEMS,ECEN,314
HNR-ELEC & MAGNETIC FIELDS,ECEN,322
HNR-ELECTRONICS,ECEN,325
ELECTRONIC CIRCUITS,ECEN,326
HNR-ELECTRIC ENERGY CONVERSION,ECEN,340
HNR-COMPUTER ARCH & DESIGN,ECEN,350
COMPUTATIONAL DATA SCIENCE,ECEN,360
HNR-ELEC PROPS OF MATLS,ECEN,370
HIGH IMPACT PROF DEVELOPMENT,ECEN,399
ELECTRICAL DESIGN LAB I,ECEN,403
ELECTRICAL DESIGN LAB II,ECEN,404
INTRO MRI AND MRS,ECEN,411
HNR-ULTRASOUND IMAGING,ECEN,412
PHYS ECON OP SUST ENERGY,ECEN,415
LINEAR CONROL SYSTEMS,ECEN,420
COMPUTER AND WIRELESS NETWORKS,ECEN,423
FUND OF NETWORKING,ECEN,424
FPGA INFO PROCESSING SYSTEMS,ECEN,428
THIN FILM TECH & DEVICE APPL,ECEN,440
ELECTRONIC MOTOR DRIVE,ECEN,441
APPL ELECTROMAG THEORY,ECEN,445
HNR-MICROPROCSR SYS DSGN,ECEN,449
HNR-DIG INTEGRATEDCKT DES,ECEN,454
DIGITAL COMMUNICATIONS,ECEN,455
PWR SYST OPER & CONTROL,ECEN,460
HARNESSING SOLAR ENERGY,ECEN,467
LASER PRINCIPLES & APP,ECEN,470
HNR-PWR MGMT CIRCUITS&SYSTEMS,ECEN,471
MICROELEC DEVICE DESGN,ECEN,473
DIRECTED STUDIES,ECEN,485
SPTP: DATA CONV SYS & CIRC,ECEN,489
RESEARCH,ECEN,491
ADV ANALOG CIRCUIT TECH,ECEN,607
MIXED-SIGNAL INTERFACES,ECEN,610
INTERNET PROTOCOL & MODL,ECEN,619
ROBUST & OPTIMAL CONTROL,ECEN,628
MOTOR DRIVE DYNAMICS,ECEN,632
ANTENNAS & PROPAGATION,ECEN,638
THIN FILM SCIENCE & TECH,ECEN,640
ELEC POWER SYST RELIAB,ECEN,643
COMP ARITH UNIT DESIGN,ECEN,653
LOW-NOISE ELECT DESIGN,ECEN,658
INTEGRATED CMOS RF CIRCT,ECEN,665
HVDC TRANSMISSION,ECEN,668
SOLID STATE DEVICES,ECEN,671
ADV COMPUTER ARCHITEC,ECEN,676
SEMINAR-AMS,ECEN,681
PROFESSIONAL INTERNSHIP: IN-AB,ECEN,684
DIRECTED STUDIES,ECEN,685
SPTP: SCI MACHINE LEARNING,ECEN,689
RESEARCH,ECEN,691
DIGITAL INTEGRATED CIRCUIT DES,ECEN,714
PHYS ECON OP SUST ENERGY,ECEN,715
OPTIC INTER CIR & SYS,ECEN,721
FIELD PROGRAM GATE ARRAYS IPS,ECEN,722
AVD MICROMAC TECH INFORM ERA,ECEN,733
MACHINE LEARNING ENGR,ECEN,740
ELECTRONIC MOTOR DRIVES,ECEN,741
REINFORCEMENT LEARNING,ECEN,743
DATA STREAM ALGORITHMS & APPLS,ECEN,748
MICROPROCESSOR SYSTEMS DESIGN,ECEN,749
ADV IN VLSI CKT DESIGN,ECEN,752
DISTRIBUTED SYS & CLOUD COMP,ECEN,757
ADV ULTRASOUND IMAGING TECHN,ECEN,762
ALG STRUCT BIOINFORMATICS,ECEN,766
HARNESSING SOLAR ENERGY,ECEN,767
ECONOMIC DATA ANALYSIS,ECMT,461
INTRO TO ECONOMETRICS,ECMT,463
ECONOMIC FORECASTING,ECMT,475
ECONOMIC FORECASTING,ECMT,674
ECONOMETRICS II,ECMT,676
ADVANCED TOPICS ECONOMETRICS,ECMT,678
FINANCIAL ECONOMETRICS,ECMT,680
PRIN OF ECONOMICS,ECON,202
HNR-PRIN OF ECONOMICS,ECON,203
MONEY & BANKING,ECON,311
SPORTS ECONOMICS,ECON,315
MICROECONOMIC THEORY,ECON,323
ECONOMIC DEVELOPMENT,ECON,330
MACROECONOMIC THEORY,ECON,410
HEALTH ECONOMICS,ECON,414
ECONOMICS OF MICROFINANCE,ECON,416
ECONOMICS OF LABOR,ECON,418
PERSONNEL ECONOMICS,ECON,419
LAW AND ECONOMICS,ECON,420
ECONOMICS OF CRIME,ECON,421
ORGANIZATN OF INDUSTRY,ECON,425
ENERGY MKTS & POLICY,ECON,433
EXPERIMENTAL ECONOMICS,ECON,440
POLICY ECONOMICS,ECON,441
FINANCIAL ECONOMICS,ECON,445
ECONOMICS OF DECISION,ECON,449
INTERNAT TRADE POLICY,ECON,452
GAMES & ECON BEHAVIOR,ECON,459
CONTEMP ECON ISSUES,ECON,465
DATA SCI ECON & SOCIAL ISSUES,ECON,470
INTERNSHIP,ECON,484
DIRECTED STUDIES,ECON,485
SPTP: PENSIONS AND ENDOWMENTS,ECON,489
RESEARCH,ECON,491
PUBLIC ECONOMICS II,ECON,604
FNDTNS OF MACROECON TH,ECON,611
ECON OF MICROFINANCE,ECON,614
ECON OF MULTINATL FIRM,ECON,617
MICROECONOMIC THEOR II,ECON,630
MICROECONOMIC THEORY IV,ECON,632
ADVANCED MACROECONOMICS II,ECON,637
MACROECON THEORY II,ECON,646
INDUSTRIAL ORGANIZ II,ECON,650
FIELD EXPERIMENTS IN ECON,ECON,656
PROFESSIONAL INTERNSHIP: IN-AB,ECON,684
DIRECTED STUDIES,ECON,685
SPTP: ECONOMIC DEVELOPMENT,ECON,689
THEORY OF ECON RESERCH,ECON,690
RESEARCH,ECON,691
COLLEGE TEACHING,EDAD,601
ADV STUD DEVELOP THEORY,EDAD,603
PUBLIC SCHOOL LAWS,EDAD,609
HIGHER EDUCATION LAW,EDAD,610
HIGHER ED BUS & FINANCE,EDAD,611
POLY IN ADM HIGHER ED,EDAD,612
SCHOOL SUPERINTENDENCY,EDAD,615
ADM SPEC POPUL PROGRAMS,EDAD,624
CASE STUDIES HIGHER ED,EDAD,627
DIV & SOC JUSTICE IN HIGHER ED,EDAD,629
ADM OF CHANGE-EDUC ORG,EDAD,637
PROF DEV IN HIGHER EDUC,EDAD,650
ADMIN OF HIGHER EDUC,EDAD,655
ASSMT & INTERV STUD AFFS,EDAD,658
HELP SKILLS STUDENT AFF PROF,EDAD,665
STUDENT AFFAIRS ADMIN,EDAD,670
PRACTICUM IN SAAHE,EDAD,683
INTERNSHIP,EDAD,684
DIRECTED STUDIES,EDAD,685
THEORY EDAD RESEARCH: QUAL I,EDAD,690
RESEARCH,EDAD,691
PROFESSIONAL STUDY,EDAD,692
EARLY CHILD THROUGH ADOL EDUC,EDCI,353
ED ADOL CURR AND LESS DESIGN,EDCI,354
INST METH ENGR TECH EDUC,EDCI,358
TECH IN CLASSROOMS,EDCI,365
SPTP: INNOVATIVE TRENDS IN EDU,EDCI,489
DISC KNOW RESRCH IN C & I,EDCI,601
CULTURAL FNDTNS OF EDUC,EDCI,602
PROF DEV STRAT TEACHERS,EDCI,603
E-LEARN CLASSROOM MGMT,EDCI,604
ANALY REPORT REC OF STDY,EDCI,609
ANLZG&RPTG FLD-BSD RESCH,EDCI,628
MENTORING NOVICE EDUCTR,EDCI,631
REFLECTIVE INQUIRY,EDCI,634
EDUCATOR AS RESEARCHER,EDCI,636
TRENDS IN CURR & INSTR,EDCI,638
TCHNG IN URBAN ENVIRONMT,EDCI,643
CURRICULUM DEVELOPMENT,EDCI,644
SOC&EDUC IN WORLD PERS,EDCI,645
CURRICULUM THEORY,EDCI,647
URBAN SCHOOLS & COMMUN,EDCI,648
PARENT INVLMT IN ECE,EDCI,652
LEARNING THEORIES,EDCI,656
MIXED MTHODS RSCH C&I,EDCI,661
ANLYS OF TCHNG BEHAVR,EDCI,673
EVAL/IMPLEM E-LEARN MATL,EDCI,676
STRAT TCHNG CUL PL SOC,EDCI,677
DIRECTED STUDIES,EDCI,685
RSCH MTHDS IN EDCI II,EDCI,687
SPTP: DEVELOPING RSCH PROPOSAL,EDCI,689
RESEARCH,EDCI,691
PROFESSIONAL STUDY,EDCI,692
SCIENTIFIC INQUIRY SCIENCE ED,EDCI,701
INTL TEACHER EDUCATION,EDCI,703
THEORY APP CLASS INST STRAT,EDCI,711
ACADEMIC WRITING GRAD,EDCI,715
MICROCONTROL EDUC PBL CLASS,EDCI,722
SCI MATH TEACH ENGR CONT K-12,EDCI,724
HIST TRENDS STEM EDUCATION,EDCI,726
PROBLEM BASED RESEARCH FRAMEWK,EDCI,751
21 CENTURY INTEGRATION THEORY,EDCI,752
RESEARCH DESIGN & ANALYSIS,EDHP,622
CURRICULUM FDN HLTHCARE PROF,EDHP,631
EVAL & ASSESS FOR HC PROF,EDHP,632
TEACHING STRAT HLTH CARE PROF,EDHP,633
PRACTICUM,EDHP,634
PROJECT,EDHP,636
DIRECTED STUDIES,EDHP,685
RESEARCH,EDHP,691
SEMINAR,EEBL,681
FOUNDATIONS OF STUDENT SUCCESS,EHRD,111
FOUNDATIONS HR DEV,EHRD,203
LEGAL & ETHICAL ENVR HRD,EHRD,210
APPLIED HRD IN THE WORKPLACE,EHRD,315
APP LEARNING PRINCIPLES,EHRD,371
LEARNING AND DEVL IN HRD,EHRD,372
ORGANIZATIONAL DEVELOPMT,EHRD,374
MEASURE & EVAL IN HRD/TCM,EHRD,391
INSTRUCT TECH & DESIGN,EHRD,402
LEADERSHIP IN HRD/TCM,EHRD,405
GLOBAL DIV IN WORKPLACE,EHRD,408
CONFLICT MGMT & DIALOGUE,EHRD,413
PROJECT MGMT IN ORG,EHRD,477
HNR-CAREER DEVELOPMENT SMNR,EHRD,481
PROFESSIONAL INTERNSHIP,EHRD,484
RESEARCH IN HRD/TCM,EHRD,490
APPLIED THRETL FOUND HRD,EHRD,603
PRIN&PRAC LDRSHIP HRD,EHRD,605
TRAINING & DEV IN HRD,EHRD,612
CAREER DEV IN HRD,EHRD,613
STRATEGIC PLANNING HRD,EHRD,614
MTHDS OF TEACHING ADULTS,EHRD,616
CHANGE THEORY,EHRD,624
ORG DEV & PERFORM IN HRD,EHRD,625
RSCH & PUBLISHING IN HRD,EHRD,628
ADULT LEARNING,EHRD,630
FOUNDTIONS OF ADULT EDUC,EHRD,631
PROG DEVEL IN ADULT ED,EHRD,642
QUALITATIVE RSCH MTHDS,EHRD,655
SEMINAR,EHRD,681
PROF INTERNSHIP,EHRD,684
DIRECTED STUDIES,EHRD,685
SPTP: NETWORK ANALYSIS II/II,EHRD,689
THRY OF EHRD RESRCH: PROP WRIT,EHRD,690
RESEARCH,EHRD,691
CURRENT LITERATURE REVIEW III,ENDO,602
CURRENT LITERATURE REVIEW VI,ENDO,605
ENDO TREATMENT PLAN CONF III,ENDO,609
ENDO TREATMENT PLAN CONF VI,ENDO,612
SPECIAL PROBLEMS IN ENDO III,ENDO,616
ADV SPEC PROBLEMS IN ENDO I,ENDO,619
CLINICAL ENDODONTICS II,ENDO,623
CLINICAL ENDODONTICS V,ENDO,626
RESEARCH,ENDO,691
HNR-DESIGN PROCESS,ENDS,101
COMPOSITION & RHETORIC,ENGL,104
ENVIRONMENTAL LITERATURE,ENGL,202
HNR-WRITING ABOUT LITERATURE,ENGL,203
21ST CENT LIT & CULTURE,ENGL,206
HNR-TECHNICAL PROFESSIONAL WRI,ENGL,210
SHAKESPEARE,ENGL,212
LIT AND THE OTHER ARTS,ENGL,219
GRAPHIC NOVEL,ENGL,220
HNR-WORLD LITERATURE,ENGL,221
WORLD LITERATURE,ENGL,222
AM LIT BEGIN TO CIVIL WAR,ENGL,227
AM LIT CIV WAR TO PRES,ENGL,228
HNR-SURVEY OF ENGLISH LIT I,ENGL,231
SURVEY OF ENGLISH LIT II,ENGL,232
ELEMENTS CREATIVE WRITNG,ENGL,235
INTRO TO FILM ANALYSIS,ENGL,251
INTRO LITERATURE & MEDICINE,ENGL,292
APPROACHES ENGL STUDIES,ENGL,303
TEXAS LITERATURE,ENGL,305
TRANSNATIONAL LIT & CULTURE,ENGL,306
HISTORY OF LIT CRITICISM,ENGL,308
MEDIEVAL ENGLISH LIT,ENGL,313
ENGLISH RENAISSANCE,ENGL,314
HNR-EARLY BRITISH DRAMA,ENGL,317
TECHNICAL AND PROF EDITING,ENGL,320
19TH CEN LIT-ROMANTIC,ENGL,321
19TH CEN LIT-VICTORIAN,ENGL,322
FANTASY LITERATURE,ENGL,331
HNR-LGBTQ LITERATURES,ENGL,333
HNR-SCI FI PRESENT & PAST,ENGL,334
AMER ETHNIC LITERATURE,ENGL,338
AFRICAN-AM LIT POST-1930,ENGL,339
RHETORIC OF GENDER & HEALTH,ENGL,342
WRIT ST PROSE OR POETRY,ENGL,345
WRITERS WKSHOP POETRY,ENGL,348
20TH CENT LIT TO WWII,ENGL,350
ADVANCED FILM,ENGL,351
LIT WORLD WAR II TO PRES,ENGL,352
RHETORIC OF STYLE,ENGL,355
LITERATURE AND FILM,ENGL,356
FORMS OF CREATIVE WRITING,ENGL,359
HNR-LITERATURE FOR CHILDREN,ENGL,360
YOUNG ADULT LITERATURE,ENGL,361
LATINO/A LITERATURE,ENGL,362
BIBLE AS LITERATURE,ENGL,365
HORROR STUDIES,ENGL,366
WOMEN WRITERS,ENGL,374
19TH CENT AMER NOVEL,ENGL,375
AMER NOVEL SINCE 1900,ENGL,376
BRITISH NOVEL TO 1870,ENGL,377
STUDIES IN BRITISH LIT,ENGL,390
AFRICANA LIT & CULTURE,ENGL,393
STUDIES IN GENRE,ENGL,394
ST IN A MAJOR AUTHOR,ENGL,415
CHAUCER,ENGL,431
ADV STUDIES CREATIVE WRITING,ENGL,435
DIGITAL AUTHORING PRACTICES,ENGL,460
STUDIES WOMEN WRITERS,ENGL,474
PANDEMIC LITERATURE,ENGL,481
INTERNSHIP,ENGL,484
DIRECTED STUDIES,ENGL,485
SPTP: CULTURAL TEXTS AS DATA,ENGL,489
HNR-RESEARCH,ENGL,491
HNR-INDPDNT HONORS STUDIES,ENGL,497
BIBLIOG & LIT RESEARCH,ENGL,603
TOPICS DIGITAL RESEARCH,ENGL,604
READINGS EARLY MODRN LIT,ENGL,613
READINGS 19 CEN BRIT LIT,ENGL,634
CONT THEORY OF RHETORIC,ENGL,655
TPCS CULTL / INTERDIS STUD,ENGL,665
TOPS AFRICANAMER LIT/CUL,ENGL,669
TOPICS IN THEORY,ENGL,683
DIRECTED STUDIES,ENGL,685
RESEARCH,ENGL,691
ENERGY RSRCE USE IMPRTCE,ENGR,101
ENGR LAB I COMPUTATION,ENGR,102
HNR-EX PHYS ENGR LAB II MECHAN,ENGR,216
EX PHYS ENGR LAB III ELEC MAGN,ENGR,217
CREATING A SELF-AWARE LEADER,ENGR,251
DIRECTED STUDIES,ENGR,285
SPTP: HNR- EDGE SELF AWARENESS,ENGR,289
HNR-RESEARCH,ENGR,291
ENGR STUDY ABROAD,ENGR,301
STUDY ABROAD AT TAMU QATAR,ENGR,302
ENTRPR BASICS TECH ENTREPRENRS,ENGR,311
SALES OPS MANUF TECH COMPANIES,ENGR,312
ROLE OF ENGR & BUS IN SOCIETY,ENGR,351
PROB FOR COOP STUDENTS,ENGR,385
LEADING FOR A LIFETIME,ENGR,451
ENGR PRODUCT LEAN LAUNCH,ENGR,461
ENGR ENTREPRENEUR HOUR,ENGR,462
DIRECTED STUDIES,ENGR,485
HNR-RESEARCH,ENGR,491
GRAND CHALLENGE SCHOLARS PROG,ENGR,499
PROFESSIONAL DEVELOPMENT SEM,ENGR,681
SPTP: CLOUD COMPUTING,ENGR,689
HIGH IMPACT EXPERIENCE,ENTC,399
DIRECTED STUDIES,ENTC,485
SPTP: ROBOTIC SYSTEMS DESIGN,ENTC,489
MECHATRONICS II,ENTC,600
MANUF SUPPLY CHAIN CAP MGMT,ENTC,612
ADV NETWORK SYS & SECUR,ENTC,615
LEAD & PEOPLE MGMT TECH ENTPR,ENTC,629
EMBEDDED INTEL SYSTEM DESIGN,ENTC,644
ADV MANUFACTURING TECH,ENTC,652
ADV VALIDATION & VERIFICATION,ENTC,653
ADV CONTROL SYSTEMS,ENTC,662
MECHANICAL DESIGN APP II,ENTC,663
SEMINAR,ENTC,681
RESEARCH,ENTC,691
PROFESSIONAL STUDY,ENTC,692
CONT ACADEMIC SUCCESS ENTO,ENTO,102
GENERAL ENTOMOLOGY,ENTO,201
HNR-VETERINARY ENTOMOLOGY,ENTO,208
HNR-VETERINARY ENTOMOLOGY LAB,ENTO,209
HNR-GLOBAL PUBLIC HEALTH ENT,ENTO,210
RESEARCH,ENTO,291
BIODIVERS & BIOL INSECTS,ENTO,301
HNR-HONEY BEE BIOLOGY,ENTO,320
BEEKEEPING,ENTO,321
HNR-INSECTS IN HUMAN SOCIETY,ENTO,322
PRINCL OF INTGRT PEST MGMT,ENTO,401
INSECTS IN AGRICULTURE,ENTO,402
URBAN ENTOMOLOGY,ENTO,403
HNR-MEDICAL ENTOMOLOGY,ENTO,423
HNR-INSECT ECOLOGY,ENTO,424
DISEASE ECOLOGY,ENTO,425
HNR-MEDICAL ENTOMOLOGY LAB,ENTO,427
HNR-SCI FORENSIC ENTOMOLOGY,ENTO,431
APPL FORENSIC ENTOMOLOGY,ENTO,432
CASE STUDIES PROBLEM SLV,ENTO,435
SEMINAR,ENTO,481
OCCUP & PROFESS DEVELOP,ENTO,482
PROFESSIONAL INTERNSHIP,ENTO,484
DIRECTED STUDIES,ENTO,485
RESEARCH,ENTO,491
INSECT BIODIVER & BIOL,ENTO,602
QUANTIT PHYLOGENETICS,ENTO,606
HOST PLANT RESISTANCE,ENTO,610
INS INTER MICROBE PLANT,ENTO,630
PROF GRANT & CONTRACT WRITING,ENTO,632
VECTOR-BORNE DIS MGMT RESPONSE,ENTO,635
INVERTEBRATE IMMUNOLOGY,ENTO,646
SEMINAR,ENTO,681
THEORY OF RESEARCH,ENTO,690
RESEARCH,ENTO,691
FAMILY ENGMT & EMPOWER,EPFB,210
TEACHING SKILLS I,EPFB,301
TEACHING SKILLS II,EPFB,401
INTERNSHIP,EPSY,284
HNR-CHILD DEV FOR EDCATORS,EPSY,320
ADOL DEV FOR EDUCATORS,EPSY,321
PERSNL CREATIVITY GIFTED,EPSY,431
CREATIVITY PROBLEM SOLV,EPSY,432
LATERAL THINKING,EPSY,433
EDUCATIONAL STATISTICS,EPSY,435
DIRECTED STUDIES,EPSY,485
RESEARCH,EPSY,491
EDUC PSYCHOLOGY,EPSY,602
EFF CULTR DIV POV CHILD,EPSY,605
MOTIVATION & LEARNING,EPSY,606
FNDATIONS IN PROF COACHING,EPSY,608
ADV TOP TEMP BEHR PROBS PSYPTH,EPSY,617
MEAS & EVAL IN EDUC,EPSY,622
ADV PSYCHOMETRIC THEORY,EPSY,625
STRC PRSNLTY ASSMT CNS,EPSY,627
SINGLE CASE EXPERIMENTAL DSN,EPSY,630
PROGRAM EVAL,EPSY,631
EDUCATIONAL NEUROSCIENCE,EPSY,634
STAT ANALYSIS ED RESEARCH I,EPSY,640
STAT ANALYSIS ED RESEARCH II,EPSY,641
META-ANALY OF BEH RSCH,EPSY,642
CREATIVE GENIUS,EPSY,645
ISUES IN CHLD & ADLSNT,EPSY,646
INTELLIGENCE & CREATIVTY,EPSY,648
INTRO SURVEY DES METHOD ED RES,EPSY,649
MULTI REG & OTHER LM IN ED RES,EPSY,650
THEORY OF STRUCT EQ MOD,EPSY,651
ITEM RESPONSE THEORY,EPSY,655
SNGL CASE EXP DSGN RSRCH MTHD,EPSY,660
INTERP REL & CHILD ACAD OUTCMS,EPSY,671
LEARN THEORY FOR EDUC,EPSY,673
FIELD PRACTICUM IN,EPSY,683
PROFESS INTERNSHIP,EPSY,684
DIRECTED STUDIES,EPSY,685
RESEARCH PROPOSAL DEV,EPSY,688
SPTP: INT & ENGAGEMENT IN STE,EPSY,689
RESEARCH,EPSY,691
CIRCUIT ANALYSIS,ESET,210
PWR SYS & CIRCUIT APP,ESET,211
DIGITAL ELECTRONICS,ESET,219
HNR-EMBEDDED SYS DEV IN C,ESET,269
INDUSTRIAL ELECTRICITY,ESET,300
LOCAL METRO AREA NETWORK,ESET,315
ENGINEERING LEADERSHIP,ESET,319
SIX SIGMA & APPL STAT,ESET,329
PRODUCT DEVELOPMENT,ESET,333
MICROCONTROLLER ARCH,ESET,349
ANALOG ELECTRONICS,ESET,350
ELECTRONICS TEST I,ESET,352
EMAG & HIGH FREQ SYSTEMS,ESET,355
ELEC INSTRUMENTATION,ESET,359
EMBEDDED SYSTEMS SOFTWAR,ESET,369
INDUSTRIAL AUTOMATION,ESET,400
ADV NETWORK SYS & SECUR,ESET,415
ENGR TECH CAPSTONE I,ESET,419
ENGR TECH CAPSTONE II,ESET,420
BLDG ENERGY MGMT SYSTEMS,ESET,444
ELECTRONICS TEST II,ESET,452
VALIDATION & VERIFICATION,ESET,453
WIRELESS TRNSMISSION SYS,ESET,455
CONTROL SYSTEMS,ESET,462
EMBED REALTIME SOFTWARE DEVL,ESET,469
RESEARCH,ESET,491
ENVIRONMENTAL ENGR,EVEN,301
ENVIRONMENTAL ENGR LAB,EVEN,304
HNR-FLUID DYNAMICS,EVEN,311
WATER RESOURCES ENGR,EVEN,339
MID-CURRICULUM PROF DEVLPMNT,EVEN,399
DESIGN PROBS ENVIRON ENGR II,EVEN,401
ENGR ENVIRONMENTAL SYS,EVEN,402
ENVIRON UNIT OPERATIONS LAB,EVEN,404
ENV PROTECT PUB HEALTH,EVEN,406
NATURAL ENVIRON SYSTEM,EVEN,413
HYDRAULIC ENGINEERING,EVEN,458
HNR-ENGINEERING HYDROLOGY,EVEN,463
SUSTNBLTY & LIFE CYCL ANALYSIS,EVEN,466
GLOBAL CINEMA,FILM,215
INTRO TO FILM ANALYSIS,FILM,251
SPTP:CONTEMP RUSSIAN FILM,FILM,289
HISTORY OF FILM,FILM,299
ADVANCED FILM,FILM,351
LITERATURE AND FILM,FILM,356
HORROR STUDIES,FILM,366
AFRICANA CINEMA,FILM,398
FILM AUTHORSHIP,FILM,417
FRENCH FILM,FILM,425
GERMAN FILM,FILM,435
CHINESE FILM,FILM,465
SEMINAR IN FILM STUDIES,FILM,481
SPTP: STORY FOR THE SCREEN,FILM,489
METHODS FILM STUDY,FILM,600
TOPICS IN FILM HISTORY,FILM,658
OPPORTUNITIES IN FINC I,FINC,210
INTRO SEC & COM TRADING,FINC,267
HNR-BUSINESS FINANCE,FINC,341
ETHICS IN FINCL DECISION,FINC,350
INVESTMENT ANALYSIS,FINC,351
MANAGERIAL FINANCE I,FINC,361
TRADE FLOOR DYNAMICS,FINC,368
REAL ESTATE DECISION MKG,FINC,371
MONEY & CAPTL MRKTS,FINC,381
SURVEY OF FINANCE PRIN,FINC,409
APPLIED INVESTMENT ANALY,FINC,422
ACTIVE PORTFOLIO MGMT,FINC,425
TITANS OF INVESTING,FINC,427
FIXED INCOME ANALYSIS,FINC,428
CORPORATE FINANCE CAPSTONE,FINC,436
VALUATION,FINC,443
INTERNATIONAL FINANCE,FINC,445
TECHNICAL ANALYSIS FINCL MKTS,FINC,446
FINANCIAL STMNT ANALYSIS,FINC,447
ADVANCED INVESTMENTS,FINC,448
FINANCIAL MODELING,FINC,449
COMMERCIAL BANK MGMT,FINC,462
COMMERCIAL CREDIT ANALYSIS,FINC,464
SEMINAR IN INVESTMT BNKG,FINC,465
WALL ST INV BANK FINANCL,FINC,466
ENTREPRENEURIAL FINANCE,FINC,468
REAL ESTATE INV ANLYS,FINC,475
FINANCE INTERNSHIP: IN-AB,FINC,484
DIRECTED STUDIES,FINC,485
SPTP: FINC RISK MANGEMENT,FINC,489
FINANCIAL ANALYSIS PRACTICUM,FINC,601
INVESTMENTS,FINC,603
VALUATION,FINC,605
FINC FOR PROFESSIONAL,FINC,612
FINC FOR PROFESSIONAL II,FINC,613
FINANCIAL MGMT I,FINC,629
INVESTMENT MANAGEMENT,FINC,632
COMMERCIAL CREDIT ANALYSIS,FINC,634
SURVEY OF FINANCE,FINC,635
VALUATION,FINC,641
ANLY MONEY&CAP MARKET,FINC,642
COMMERCIAL BANK MGMT,FINC,643
FUNDING NEW VENTURES,FINC,644
TECHNICAL ANALYSIS FINCL MKTS,FINC,646
ADVANCED INVESTMENTS,FINC,648
FINANCIAL MODELING,FINC,649
FIXED INCOME ANALYSIS,FINC,660
ENERGY FINANCE,FINC,662
ACTIVE PORTFOLIO MGMT,FINC,664
WALL ST INVESTMENT BANK,FINC,666
APPLIED INVESTMENT ANALY,FINC,668
TITANS OF INVESTING,FINC,669
REAL PROPERTY ANALYSIS,FINC,670
OPPORT REAL ESTATE FINANCE,FINC,671
REAL PROPERTY FINANCE,FINC,672
REAL PROP VALUATION I,FINC,673
ANLY OF RL EST DECSNS,FINC,675
COMMERCIAL REAL EST LAW,FINC,676
PROFESSIONAL INTERNSHIP: IN-AB,FINC,684
DIRECTED STUDIES,FINC,685
DOCTORAL SEMINAR,FINC,688
SPTP: FINC RISK MANGEMENT,FINC,689
THEORY OF RESEARCH FIN,FINC,690
RESEARCH,FINC,691
ENTREPRENEURIAL FINANCE,FINC,710
INTRO PERSONAL FINANCE,FINP,101
PROF DEV FIN PLN,FINP,201
ESTATE PLANNING,FINP,442
CONT ACADEMIC SUCCESS FIVS,FIVS,102
HNR-IMPRESSION EVIDENCE,FIVS,220
OCCUP & PROFESS DEVELOP,FIVS,282
APP DIG FORENSICS & INC RESP,FIVS,405
HNR-PRACTICE & PRINPL SC LAW,FIVS,415
CONTROLLED SUBSTANCES,FIVS,420
HNR-CSI,FIVS,422
HNR-SCI FORENSIC ENTOMOLOGY,FIVS,431
APPL FORENSIC ENTOMOLOGY,FIVS,432
CASE STUDIES PROBLEM SLV,FIVS,435
FORENSIC COMMUNICATIONS,FIVS,440
SEMINAR,FIVS,481
PROFESSIONAL INTERNSHIP,FIVS,484
DIRECTED STUDIES,FIVS,485
RESEARCH,FIVS,491
FOUNDATIONS OF FORS,FORS,601
FORENSIC INVESTIGATION OF INJ,FORS,604
FORENSIC PHOTOGRAPHY,FORS,613
FORENSIC MENTAL HEALTH,FORS,615
BEGINNING FRENCH I,FREN,101
HNR-BEGINNING FRENCH II,FREN,102
INTERMEDIATE FRENCH I,FREN,201
HNR-INTERMEDIATE FRENCH II,FREN,202
TECH & BUSINESS FRENCH,FREN,306
ORAL COMM IN FRENCH SP WORLD,FREN,311
POL CUL SOCIETY CONTEMP FRANCE,FREN,336
THE FRANCOPHONE WORLD,FREN,375
FRENCH FILM,FREN,425
FOOD SCIENCE,FSTC,201
HORIZONS IN NUTR & FSTC,FSTC,210
RELIGIOUS & ETHNIC FOODS,FSTC,300
FOOD CHEMISTRY,FSTC,312
FOOD CHEMISTRY LAB,FSTC,313
FOOD PROCESS ENGR TECH,FSTC,315
UNDERSTAND OBESITY SOC SCI,FSTC,320
FOOD SAFE PREV CONTROLS,FSTC,324
FOOD BACTERIOLOGY,FSTC,326
FOOD PRODUCT DEVELOPMENT,FSTC,401
FUND OF FOOD LAW,FSTC,444
SEMINAR,FSTC,481
DIRECTED STUDIES,FSTC,485
SENSORY EVAL OF FOODS,FSTC,487
HNR-RESEARCH,FSTC,491
CHEMISTRY OF FOODS,FSTC,605
MICROBIOLOGY OF FOODS,FSTC,606
INDUS PROC MEAT OPER,FSTC,667
SEMINAR,FSTC,681
DIRECTED STUDIES,FSTC,685
SENSORY EVAL OF FOODS,FSTC,687
RESEARCH,FSTC,691
HULLABALOO U,FYEX,101
HNR-COMPREHENSIVE GENETICS,GENE,301
HNR-PRINCIPLES OF GENETICS,GENE,302
PRINCIPLES OF HEREDITY,GENE,310
COMPREHENSIVE GENETICS LAB,GENE,312
PRINCIPLES OF GENETICS LAB,GENE,314
